objectid,objectnumber
98431,142507
98432,134251
98433,135917
98434,138082
98435,135713
98436,136028
98437,135974
98438,135967
98439,139101
98440,139183
98441,135941
98442,135331
98443,135332
98444,128234
98445,128984
98446,128260
98447,128265
98448,128949
98449,131629
98450,131678
98451,132016
98452,140634
98453,140635
98454,140646
98455,139161
98456,139185
98457,134099
98458,135505
98459,142618
98460,135517
98461,135510
98462,140617
98463,140618
98464,140637
98465,140648
98466,135082
98467,134454
98468,139245
98469,135631
98470,135080
98471,137107
98472,135073
98473,139175
98474,143369
98475,134365
98476,135972
98477,134367
98478,135520
98479,134459
98480,135072
98481,136015
98482,134233
98483,142755
98484,135770
98485,137704
98486,135656
98487,138080
98488,135973
98489,136515
98490,142909
98491,139932
98492,138311
98493,96175
98494,135598
98495,136686
98496,134997
98497,136500
98498,134151
98499,135504
98500,126880
98501,126881
98502,MICRO656
98503,140775
98504,112302
98505,135041
98506,130269
98507,129962
98508,129788
98509,129946
98510,130280
98511,129939
98512,129940
98513,129942
98514,130150
98515,130278
98516,130279
98517,129746
98518,134097
98519,134098
98520,108315
98521,129477
98522,129566
98523,136023
98524,139004
98525,136110
98526,134588
98527,134691
98528,136024
98529,139052
98530,139127
98531,139136
98532,139179
98533,135107
98534,138455
98535,136016
98536,134335
98537,135700
98538,128920
98539,130765
98540,130768
98541,131553
98542,131631
98543,132002
98544,131630
98545,132259
98546,132258
98547,137214
98548,81506
98549,137199
98550,140267
98551,134663
98552,140751
98553,136021
98554,143354
98555,135288
98556,138757
98557,136097
98558,135025
98559,135150
98560,135523
98561,135276
98562,135278
98563,142931
98564,134685
98565,138809
98566,140247
98567,140899
98568,140860
98569,139422
98570,135330
98571,139494
98572,139495
98573,139815
98574,130688
98575,130158
98576,139511
98577,139527
98578,139531
98579,139538
98580,139819
98581,135177
98582,135323
98583,135050
98584,135051
98585,139576
98586,139463
98587,138808
98588,84237
98589,135325
98590,138792
98591,143007
98592,96178
98593,129629
98594,83865
98595,87130
98596,135793
98597,95965
98598,95891
98599,135428
98600,135181
98601,135182
98602,135183
98603,135750
98604,135185
98605,135186
98606,135200
98607,135216
98608,135250
98609,135251
98610,135252
98611,135270
98612,135271
98613,135280
98614,135284
98615,135285
98616,135293
98617,135294
98618,135295
98619,135297
98620,135300
98621,135189
98622,135362
98623,135264
98624,135265
98625,135335
98626,135315
98627,135425
98628,135561
98629,139355
98630,135690
98631,142793
98632,132530
98633,130461
98634,138876
98635,140244
98636,140846
98637,128801
98638,140830
98639,90609
98640,143060
98641,138382
98642,142505
98643,138309
98644,139623
98645,139811
98646,135965
98647,128750
98648,140181
98649,133494
98650,138877
98651,137784
98652,134338
98653,130664
98654,128922
98655,132085
98656,132524
98657,132523
98658,132575
98659,138636
98660,138637
98661,138638
98662,139155
98663,129095
98664,130162
98665,132522
98666,134339
98667,130348
98668,129576
98669,86857
98670,136751
98671,135794
98672,143073
98673,130364
98674,135772
98675,129502
98676,129722
98677,130338
98678,129728
98679,139502
98680,138128
98681,135005
98682,135008
98683,135009
98684,135053
98685,135054
98686,135351
98687,135352
98688,135357
98689,135322
98690,139514
98691,139651
98692,139824
98693,130676
98694,96671
98695,96673
98696,130670
98697,90602
98698,90616
98699,138180
98700,96627
98701,139530
98702,138702
98703,129142
98704,129134
98705,134752
98706,138508
98707,130752
98708,132018
98709,132211
98710,140855
98711,134340
98712,135353
98713,129747
98714,134790
98715,108197
98716,130295
98717,96645
98718,134919
98719,134920
98720,134978
98721,134921
98722,134918
98723,134967
98724,134977
98725,134905
98726,134943
98727,134949
98728,134916
98729,134913
98730,127541
98731,127504
98732,127536
98733,127537
98734,127538
98735,127539
98736,134956
98737,134958
98738,134960
98739,134951
98740,134953
98741,134903
98742,134992
98743,134991
98744,134968
98745,127529
98746,127143
98747,143301
98748,127123
98749,134979
98750,134980
98751,134981
98752,134984
98753,134985
98754,134930
98755,134928
98756,134929
98757,138266
98758,131156
98759,127127
98760,134959
98761,134963
98762,134912
98763,134950
98764,134962
98765,134990
98766,134906
98767,134911
98768,127898
98769,127516
98770,127531
98771,127549
98772,127514
98773,134402
98774,134089
98775,138574
98776,127510
98777,138440
98778,133965
98779,135477
98780,135455
98781,135790
98782,135454
98783,135511
98784,138370
98785,134862
98786,135472
98787,135470
98788,135512
98789,135513
98790,135894
98791,138193
98792,136567
98793,139354
98794,140382
98795,138839
98796,138913
98797,134882
98798,138201
98799,139097
98800,138794
98801,135578
98802,139378
98803,130767
98804,127974
98805,128729
98806,130769
98807,143015
98808,139117
98809,134679
98810,134240
98811,128357
98812,134493
98813,143065
98814,143072
98815,135120
98816,135121
98817,135255
98818,138200
98819,139246
98820,138213
98821,140024
98822,134774
98823,140254
98824,139321
98825,142571
98826,142570
98827,142572
98828,143189
98829,135797
98830,134680
98831,139257
98832,138662
98833,137778
98834,128971
98835,137783
98836,142512
98837,142513
98838,134842
98839,139287
98840,134284
98841,139177
98842,138537
98843,124244
98844,138800
98845,138150
98846,143051
98847,140841
98848,128375
98849,128740
98850,132066
98851,137713
98852,138724
98853,138723
98854,134874
98855,138914
98856,140066
98857,135924
98858,135923
98859,134134
98860,128460
98861,139317
98862,134689
98863,134894
98864,134102
98865,134177
98866,134101
98867,138191
98868,137792
98869,138695
98870,138701
98871,132461
98872,138771
98873,138804
98874,135584
98875,134180
98876,140215
98877,143009
98878,140304
98879,143017
98880,140310
98881,136116
98882,143071
98883,138576
98884,138950
98885,131924
98886,132071
98887,131919
98888,131923
98889,131787
98890,131530
98891,131905
98892,128248
98893,135545
98894,138831
98895,140312
98896,139006
98897,139034
98898,138625
98899,138368
98900,138833
98901,118927
98902,142681
98903,136610
98904,143027
98905,142636
98906,142735
98907,134730
98908,137748
98909,138523
98910,139021
98911,135952
98912,138677
98913,138837
98914,135978
98915,140380
98916,138591
98917,138836
98918,140238
98919,138894
98920,138895
98921,136522
98922,140182
98923,143005
98924,143026
98925,143039
98926,143042
98927,140183
98928,143277
98929,143261
98930,143059
98931,136523
98932,143043
98933,135515
98934,138495
98935,138646
98936,131999
98937,142598
98938,138616
98939,131627
98940,138948
98941,142766
98942,131694
98943,138770
98944,138699
98945,140246
98946,135575
98947,137737
98948,137736
98949,137747
98950,135721
98951,134895
98952,138975
98953,138366
98954,136113
98955,143048
98956,143254
98957,138689
98958,135900
98959,140269
98960,135980
98961,140072
98962,140065
98963,140023
98964,MICRO1465
98965,140891
98966,139474
98967,138661
98968,140367
98969,140308
98970,138619
98971,137788
98972,140925
98973,138749
98974,138764
98975,138739
98976,138740
98977,138790
98978,138322
98979,138718
98980,140236
98981,140241
98982,140421
98983,140451
98984,129476
98985,140423
98986,138869
98987,142558
98988,142559
98989,142557
98990,138884
98991,138875
98992,143205
98993,135586
98994,136684
98995,143075
98996,137723
98997,138716
98998,134880
98999,134881
99000,139308
99001,130226
99002,138227
99003,138228
99004,138478
99005,138802
99006,140097
99007,143613
99008,142675
99009,142687
99010,142676
99011,131699
99012,143405
99013,143408
99014,138172
99015,138874
99016,140628
99017,139041
99018,132143
99019,132144
99020,132145
99021,138915.conflict
99022,132142
99023,138843
99024,143050
99025,138978
99026,136616
99027,143256
99028,138028
99029,138788
99030,138777
99031,142936
99032,140339
99033,138934
99034,138965
99035,138738
99036,140220
99037,140422
99038,138971
99039,134394
99040,136605
99041,134873
99042,143040
99043,140446
99044,140447
99045,134498
99046,138786
99047,140180
99048,134497
99049,137797
99050,137772
99051,139261
99052,139301
99053,137798
99054,142616
99055,142679
99056,142530
99057,142977
99058,140905
99059,138676
99060,138731
99061,140258
99062,140017
99063,128970
99064,138828
99065,143683
99066,140037
99067,135486
99068,139603
99069,139608
99070,134713
99071,134705
99072,135492
99073,136777
99074,136683
99075,135762
99076,138144
99077,139645
99078,135122
99079,135404
99080,138456
99081,139007
99082,143020
99083,138933
99084,138946
99085,135509
99086,142501
99087,138441
99088,136070
99089,136098
99090,140941
99091,140944
99092,142514
99093,136767
99094,143503
99095,140165
99096,140166
99097,137760
99098,137120
99099,137753
99100,134908
99101,136058
99102,138317
99103,138291
99104,138844
99105,135826
99106,134153
99107,131534
99108,142518
99109,137794
99110,139174
99111,134391
99112,136519
99113,136520
99114,136514
99115,134875
99116,128833
99117,135577
99118,139353
99119,137751
99120,137701
99121,143253
99122,140306
99123,135557
99124,143068
99125,138886
99126,143004
99127,140315
99128,142532
99129,142888
99130,138870
99131,138781
99132,140262
99133,134196
99134,139311
99135,129120
99136,143018
99137,135672
99138,129580
99139,129649
99140,135780
99141,134576
99142,130373
99143,136682
99144,128960
99145,128966
99146,128977
99147,139289
99148,131986
99149,132044
99150,132045
99151,143044
99152,135078
99153,138654
99154,135069
99155,138198
99156,138199
99157,134789
99158,135783
99159,138754
99160,135665
99161,136569
99162,138189
99163,135478
99164,136019
99165,140906
99166,140908
99167,140909
99168,136517
99169,137719
99170,138547
99171,140845
99172,137703
99173,137707
99174,143033
99175,140806
99176,140851
99177,139248
99178,138190
99179,135473
99180,143067
99181,135448
99182,140233
99183,143008
99184,142932
99185,143053
99186,137008
99187,140208
99188,140216
99189,140739
99190,143030
99191,143063
99192,138098
99193,143617
99194,132248
99195,139087
99196,139090
99197,139982
99198,139098
99199,140843
99200,134341
99201,136726
99202,133407
99203,143034
99204,140904
99205,142900
99206,135576
99207,139368
99208,139371
99209,135506
99210,135507
99211,140901
99212,140900
99213,140251
99214,140245
99215,137781
99216,138789
99217,139377
99218,142519
99219,142721
99220,143193
99221,135723
99222,137732
99223,140940
99224,135645
99225,140923
99226,137123
99227,135787
99228,140221
99229,136507
99230,140386
99231,140232
99232,140910
99233,134448
99234,140853
99235,140865
99236,140866
99237,140867
99238,132076
99239,140875
99240,137167
99241,140821
99242,143299
99243,140913
99244,140614
99245,140619
99246,136565
99247,140822
99248,140823
99249,140912
99250,140915
99251,140924
99252,142722
99253,136503
99254,136504
99255,135491
99256,138679
99257,138586
99258,135650
99259,140762
99260,140763
99261,139621
99262,135302
99263,135109
99264,140419
99265,140604
99266,139130
99267,135267
99268,135268
99269,140955
99270,140950
99271,127966
99272,136526
99273,136527
99274,140921
99275,140926
99276,140927
99277,134748
99278,135508
99279,135560
99280,140234
99281,135971
99282,130155
99283,139963
99284,136501
99285,136681
99286,135033
99287,139140
99288,129705
99289,130365
99290,130328
99291,137005
99292,138262
99293,138751
99294,137718
99295,137727
99296,134108
99297,137728
99298,138587
99299,138588
99300,143204
99301,134995
99302,143002
99303,129644
99304,129467
99305,129431
99306,128796
99307,134368
99308,138942
99309,138466
99310,138288
99311,142723
99312,140205
99313,132309
99314,140384
99315,129751
99316,140075
99317,135453
99318,135768
99319,134265
99320,138535
99321,140856
99322,142720
99323,142515
99324,138369
99325,138935
99326,140895
99327,140897
99328,MICRO2379
99329,132156
99330,143056
99331,140928
99332,142517
99333,137726
99334,137762
99335,140094
99336,136754
99337,140902
99338,140911
99339,136506
99340,137725
99341,142922
99342,135489
99343,135997
99344,135164
99345,134112
99346,138374
99347,139186
99348,140914
99349,140920
99350,140929
99351,143013
99352,138108
99353,140916
99354,138750
99355,139392
99356,142520
99357,140894
99358,142911
99359,143069
99360,135696
99361,138248
99362,140055
99363,129685
99364,129686
99365,140087
99366,142553
99367,133368
99368,140036
99369,140060
99370,112432
99371,112433
99372,139469
99373,139813
99374,131799
99375,135535
99376,117940
99377,134573
99378,129880
99379,130529
99380,130662
99381,130663
99382,138204
99383,139556
99384,133377
99385,133375
99386,135840
99387,133376
99388,133374
99389,140154
99390,138269
99391,135958
99392,139244
99393,138658
99394,138045
99395,138171
99396,139025
99397,133399
99398,133397
99399,134392
99400,135964
99401,138397
99402,133382
99403,133879
99404,139882
99405,133380
99406,134555
99407,134551
99408,134553
99409,134554
99410,138469
99411,140255
99412,134558
99413,134559
99414,134560
99415,134561
99416,134562
99417,134565
99418,134568
99419,135957
99420,135956
99421,128279
99422,130556
99423,134619
99424,134143
99425,138634
99426,132577
99427,135402
99428,134556
99429,139780
99430,139141
99431,134550
99432,133383
99433,138741
99434,138729
99435,139580
99436,128952
99437,132193
99438,131540
99439,132107
99440,139636
99441,139029
99442,134254
99443,96641
99444,139192
99445,135691
99446,135695
99447,138224
99448,138058
99449,133378
99450,138610
99451,136626
99452,133379
99453,138617
99454,138169
99455,135724
99456,87984
99457,134319
99458,126866
99459,142929
99460,133381
99461,139589
99462,134579
99463,140028
99464,140029
99465,96661
99466,100594
99467,135447
99468,142898
99469,134504
99470,143703
99471,142883
99472,138197
99473,129150
99474,134683
99475,134682
99476,117947
99477,143697
99478,138263
99479,139397
99480,136625
99481,135056
99482,139252
99483,139026
99484,139905
99485,140222
99486,142508
99487,139137
99488,139057
99489,135435
99490,134266
99491,138186
99492,132121
99493,132053
99494,132118
99495,138783
99496,138255
99497,138254
99498,142509
99499,138260
99500,138259
99501,139219
99502,134423
99503,130323
99504,130763
99505,138196
99506,87996
99507,138267
99508,138745
99509,138747
99510,143233
99511,134281
99512,134370
99513,139375
99514,136030
99515,135763
99516,138431
99517,138635
99518,131686
99519,129828
99520,127168
99521,129867
99522,127521
99523,127148
99524,127167
99525,138182
99526,138167
99527,138779
99528,135777
99529,138683
99530,138685
99531,138686
99532,138687
99533,143355
99534,96059
99535,138744
99536,138748
99537,138614
99538,143074
99539,138954
99540,135839
99541,142624
99542,96658
99543,138229
99544,138214
99545,138647
99546,135567
99547,140217
99548,142526
99549,138968
99550,142524
99551,138430
99552,133453
99553,140219
99554,138609
99555,138920
99556,135733
99557,138600
99558,130732
99559,140148
99560,136624
99561,138615
99562,139282
99563,136618
99564,136627
99565,138211
99566,129234
99567,108202
99568,138797
99569,134139
99570,134494
99571,132703
99572,142502
99573,138161
99574,136723
99575,135555
99576,142607
99577,142503
99578,142960
99579,138684
99580,143692
99581,138736
99582,140211
99583,133401
99584,143687
99585,120448
99586,138359
99587,138391
99588,143046
99589,142523
99590,128419
99591,142690
99592,138947
99593,133386
99594,138746
99595,138743
99596,138787
99597,140203
99598,138358
99599,138732
99600,143691
99601,135959
99602,130312
99603,135647
99604,142506
99605,138448
99606,139263
99607,138627
99608,134316
99609,142691
99610,142702
99611,143366
99612,96763
99613,142606
99614,138778
99615,142510
99616,138885
99617,134206
99618,135791
99619,133394
99620,135548
99621,140425
99622,138076
99623,143021
99624,137754
99625,134800
99626,138889
99627,108796
99628,133387
99629,126885
99630,126887
99631,126910
99632,126878
99633,126888
99634,126891
99635,126892
99636,126893
99637,127111
99638,127115
99639,127114
99640,129805
99641,129808
99642,127125
99643,127126
99644,127124
99645,127878
99646,127879
99647,127186
99648,127187
99649,127189
99650,128221
99651,128700
99652,127306
99653,127350
99654,127348
99655,127864
99656,127849
99657,127855
99658,127860
99659,127848
99660,127862
99661,127863
99662,127861
99663,127373
99664,127369
99665,127396
99666,127501
99667,127395
99668,127474
99669,127770
99670,127772
99671,127773
99672,127485
99673,127724
99674,127710
99675,127716
99676,127768
99677,127788
99678,129159
99679,129161
99680,129163
99681,129166
99682,127747
99683,128981
99684,128980
99685,128983
99686,128222
99687,127969
99688,128349
99689,128237
99690,128241
99691,128242
99692,128243
99693,128218
99694,128220
99695,128230
99696,128231
99697,128229
99698,128255
99699,128256
99700,128261
99701,128264
99702,128266
99703,128267
99704,128268
99705,128287
99706,128291
99707,128331
99708,128332
99709,128329
99710,128374
99711,128351
99712,128350
99713,128345
99714,128348
99715,128378
99716,128385
99717,128474
99718,135571
99719,128814
99720,128816
99721,128969
99722,128930
99723,128931
99724,128935
99725,128937
99726,128943
99727,128944
99728,128945
99729,128950
99730,128987
99731,128985
99732,128996
99733,128915
99734,128923
99735,128936
99736,128924
99737,128933
99738,128938
99739,128942
99740,128925
99741,128989
99742,128986
99743,128926
99744,128990
99745,128918
99746,128917
99747,128941
99748,128919
99749,128947
99750,128991
99751,128955
99752,128992
99753,128995
99754,128956
99755,128954
99756,129000
99757,128997
99758,128998
99759,128940
99760,128921
99761,128932
99762,128946
99763,128939
99764,128948
99765,129009
99766,129275
99767,129276
99768,129785
99769,129784
99770,129042
99771,128728
99772,128722
99773,128725
99774,129209
99775,128718
99776,129358
99777,129362
99778,129366
99779,129369
99780,128741
99781,128756
99782,129843
99783,128762
99784,128767
99785,128770
99786,128697
99787,128792
99788,128811
99789,129831
99790,129515
99791,129594
99792,129837
99793,129956
99794,129795
99795,129800
99796,129862
99797,139264
99798,130144
99799,130202
99800,130196
99801,130184
99802,130179
99803,130185
99804,130203
99805,130187
99806,130169
99807,130188
99808,130198
99809,130182
99810,130178
99811,130170
99812,130186
99813,130197
99814,130190
99815,130195
99816,130194
99817,130452
99818,130454
99819,130466
99820,130470
99821,130479
99822,130483
99823,130486
99824,130592
99825,130605
99826,130634
99827,130682
99828,130764
99829,131040
99830,131052
99831,131095
99832,131096
99833,130780
99834,130845
99835,130953
99836,130967
99837,131069
99838,131104
99839,131115
99840,131153
99841,131216
99842,131229
99843,131257
99844,131518
99845,131519
99846,131520
99847,131521
99848,142608
99849,142802
99850,131792
99851,131793
99852,131794
99853,131798
99854,142804
99855,131815
99856,131850
99857,131869
99858,131917
99859,131920
99860,131922
99861,131277
99862,131298
99863,131383
99864,131396
99865,131409
99866,131431
99867,131512
99868,131549
99869,131550
99870,131533
99871,131963
99872,131535
99873,132104
99874,132108
99875,132112
99876,132138
99877,131536
99878,131537
99879,131552
99880,131558
99881,131565
99882,131656
99883,131664
99884,131712
99885,131908
99886,131944
99887,131955
99888,131959
99889,131964
99890,132164
99891,131969
99892,131982
99893,134854
99894,134848
99895,132035
99896,132050
99897,132192
99898,132169
99899,132170
99900,132151
99901,132200
99902,132250
99903,132056
99904,132060
99905,132074
99906,132083
99907,132089
99908,132262
99909,132266
99910,133946
99911,134133
99912,135709.conflict
99913,143817
99914,114918
99915,115485
99916,86493
99917,133920
99918,85076
99919,83842
99920,101256
99921,80403
99922,85464
99923,112708
99924,121824
99925,93065
99926,120532
99927,123025
99928,101803
99929,87706
99930,124132
99931,93724
99932,84814
99933,124192
99934,118145
99935,114910
99936,114931
99937,94045
99938,132542
99939,94132
99940,85855
99941,115022
99942,121269
99943,121142
99944,121143
99945,90995
99946,118376
99947,121995
99948,97915
99949,84529
99950,84491
99951,95829
99952,139286
99953,128214
99954,82977
99955,82979
99956,82981
99957,84025
99958,82978
99959,99096
99960,99428
99961,92353
99962,102857
99963,102867
99964,85308
99965,101255
99966,101459
99967,101709
99968,101520
99969,101522
99970,96547
99971,101744
99972,101526
99973,101525
99974,102589
99975,102624
99976,102686
99977,100301
99978,104040
99979,87625
99980,131714
99981,140111
99982,103617
99983,109247
99984,107075
99985,109246
99986,128128
99987,135828
99988,MICRO1232
99989,MICRO1246
99990,132080
99991,127904
99992,132424
99993,104004
99994,113945
99995,113949
99996,128591
99997,128217
99998,133642
99999,115490
100000,115498
100001,132500
100002,117089
100003,117090
100004,120645
100005,120829
100006,120832
100007,120833
100008,120738
100009,120802
100010,133619
100011,120900
100012,120912
100013,121190
100014,121203
100015,121205
100016,89376
100017,124150
100018,121762
100019,122114
100020,101195
100021,83000
100022,83001
100023,83745
100024,121792
100025,83045
100026,95506
100027,132278
100028,85921
100029,118766
100030,84170
100031,130332
100032,89797
100033,92734
100034,89796
100035,89941
100036,116427
100037,89956
100038,90012
100039,89965
100040,89951
100041,100900
100042,105435
100043,131760
100044,135345
100045,127145
100046,127854
100047,131488
100048,130351
100049,130353
100050,123381
100051,123763
100052,95694
100053,98926
100054,MICRO3024
100055,88053
100056,88063
100057,88054
100058,88064
100059,88030
100060,88586
100061,88585
100062,90045
100063,89900
100064,92247
100065,91883
100066,91885
100067,115183
100068,94404
100069,92228
100070,92231
100071,92863
100072,92501
100073,94971
100074,95415
100075,96261
100076,96201
100077,90218
100078,105299
100079,129265
100080,109658
100081,97777
100082,101787
100083,120109
100084,129941
100085,96703
100086,95107
100087,83384
100088,81809
100089,110016
100090,122115
100091,91418
100092,80199
100093,MICRO2659
100094,132536
100095,82486
100096,89980
100097,114778
100098,113188
100099,109463
100100,110579
100101,86300
100102,111762
100103,131638
100104,131936
100105,140585
100106,114716
100107,121796
100108,92844
100109,87775
100110,87780
100111,80385
100112,80599
100113,115048
100114,93678
100115,112533
100116,112534
100117,88477
100118,89587
100119,115059
100120,114869
100121,88959
100122,89012
100123,89109
100124,90266
100125,89060
100126,114957
100127,114965
100128,114956
100129,125067
100130,89595
100131,114930
100132,114929
100133,114932
100134,114937
100135,93610
100136,85187
100137,121379
100138,93124
100139,93333
100140,123802
100141,93035
100142,114856
100143,125286
100144,103739
100145,121980
100146,92072
100147,92097
100148,92160
100149,92152
100150,81052
100151,124991
100152,103792
100153,114717
100154,88419
100155,112713
100156,112688
100157,108925
100158,108951
100159,88005
100160,112346
100161,88239
100162,121940
100163,131264
100164,76534
100165,131877
100166,93112
100167,124194
100168,135816
100169,137030
100170,140356
100171,121408
100172,84208
100173,130533
100174,111593
100175,114842
100176,121387
100177,121404
100178,88674
100179,84243
100180,121516
100181,91603
100182,105364
100183,105363
100184,121467
100185,121490
100186,90169
100187,87799
100188,121509
100189,121528
100190,91602
100191,107900
100192,121567
100193,127925
100194,132609
100195,134834
100196,121753
100197,121754
100198,122117
100199,86336
100200,92283
100201,95632
100202,115510
100203,103183
100204,106899
100205,95742
100206,99554
100207,128639
100208,96624
100209,112759
100210,119940
100211,121199
100212,112666
100213,122187
100214,125557
100215,121200
100216,122342
100217,115739
100218,110866
100219,96747
100220,84106
100221,84107
100222,84108
100223,86295
100224,121795
100225,105557
100226,105562
100227,105563
100228,121955
100229,121956
100230,126765
100231,90123
100232,90119
100233,95266
100234,MICRO659
100235,118197
100236,132584
100237,104386
100238,104388
100239,107717
100240,116080
100241,116092
100242,119391
100243,119534
100244,121369
100245,121370
100246,129581
100247,97633
100248,121347
100249,91772
100250,116562
100251,85309
100252,85444
100253,85445
100254,85538
100255,85553
100256,85554
100257,85561
100258,85562
100259,85568
100260,85576
100261,85577
100262,85580
100263,85581
100264,85587
100265,85667
100266,85668
100267,124061
100268,85679
100269,85856
100270,86185
100271,86227
100272,87108
100273,100999
100274,89905
100275,89906
100276,89907
100277,118881
100278,89911
100279,89914
100280,90352
100281,90353
100282,90356
100283,90360
100284,90371
100285,90372
100286,90390
100287,90394
100288,90391
100289,91433
100290,92788
100291,103882
100292,103116
100293,136607
100294,92789
100295,92799
100296,92800
100297,92805
100298,92018
100299,92801
100300,92807
100301,87406
100302,99245
100303,99279
100304,99280
100305,99268
100306,101547
100307,101179
100308,126637
100309,104165
100310,104213
100311,104395
100312,104397
100313,104402
100314,104403
100315,104390
100316,104398
100317,104400
100318,104387
100319,104404
100320,104680
100321,104741
100322,104954
100323,113517
100324,114924
100325,114904
100326,114997
100327,81456
100328,114943
100329,84550
100330,102512
100331,109325
100332,94869
100333,94866
100334,94868
100335,101606
100336,101804
100337,102214
100338,104126
100339,99297
100340,91491
100341,105219
100342,136588
100343,105216
100344,107742
100345,107745
100346,107746
100347,103156
100348,107747
100349,107754
100350,107748
100351,107783
100352,113787
100353,113791
100354,113792
100355,126235
100356,113809
100357,82197
100358,124530
100359,124565
100360,128607
100361,90228
100362,113145
100363,113900
100364,113403
100365,113415
100366,110654
100367,103099
100368,138033
100369,121695
100370,90086
100371,91122
100372,96730
100373,111502
100374,124794
100375,113914
100376,113918
100377,91623
100378,82939
100379,84307
100380,132884
100381,104428
100382,80291
100383,86545
100384,86551
100385,133435
100386,89794
100387,115415
100388,89975
100389,89971
100390,89995
100391,89998
100392,90006
100393,89940
100394,121267
100395,121268
100396,121270
100397,121390
100398,97588
100399,97596
100400,110497
100401,121794
100402,105373
100403,89854
100404,90002
100405,105376
100406,105375
100407,91259
100408,83386
100409,105390
100410,105417
100411,106270
100412,105436
100413,105437
100414,101440
100415,MICRO252
100416,107707
100417,115251
100418,90348
100419,90376
100420,107821
100421,107714
100422,107709
100423,90871
100424,107810
100425,107815
100426,107713
100427,107761
100428,89325
100429,115527
100430,MICRO525
100431,137072
100432,137081
100433,MICRO6302
100434,MICRO6314
100435,114970
100436,88806
100437,95709
100438,MICRO5856
100439,MICRO2535
100440,132338
100441,132339
100442,105757
100443,MICRO942
100444,MICRO928
100445,127943
100446,87312
100447,MICRO1961
100448,128571
100449,106910
100450,108985
100451,89916
100452,89973
100453,MICRO2945
100454,90138
100455,MICRO2985
100456,105004
100457,131681
100458,MICRO7455
100459,MICRO7431
100460,MICRO7461
100461,91411
100462,129670
100463,124784
100464,MICRO2642
100465,MICRO2740
100466,MICRO3041
100467,MICRO3060
100468,130389
100469,130416
100470,133424
100471,MICRO6730
100472,MICRO7395
100473,128175
100474,MICRO9569
100475,131190
100476,127946
100477,131900
100478,132379
100479,MICRO5892
100480,MICRO5894
100481,MICRO9579
100482,133550
100483,115167
100484,115168
100485,115098
100486,115166
100487,115226
100488,115267
100489,115368
100490,115664
100491,81800
100492,115099
100493,115616
100494,96900
100495,137204
100496,138029
100497,MICRO672
100498,129177
100499,130467
100500,117152
100501,116093
100502,MICRO3143
100503,MICRO3160
100504,MICRO1201
100505,116108
100506,131220
100507,117334
100508,115854
100509,119139
100510,119151
100511,98167
100512,117697
100513,117676
100514,133923
100515,107944
100516,108906
100517,119456
100518,103055
100519,83692
100520,83661
100521,109729
100522,110043
100523,83717
100524,109816
100525,109817
100526,83809
100527,115941
100528,120427
100529,122304
100530,122305
100531,122306
100532,122302
100533,116416
100534,112029
100535,111485
100536,112585
100537,112586
100538,84054
100539,84055
100540,84057
100541,84058
100542,115305
100543,110374
100544,110399
100545,110357
100546,110536
100547,123717
100548,110448
100549,110449
100550,110479
100551,86077
100552,123981
100553,87310
100554,124011
100555,124014
100556,124015
100557,124018
100558,84492
100559,110781
100560,131152
100561,100755
100562,109686
100563,133899
100564,111295
100565,111336
100566,111351
100567,111354
100568,111394
100569,111175
100570,111262
100571,111360
100572,120034
100573,111230
100574,122282
100575,111906
100576,111832
100577,111839
100578,111852
100579,111990
100580,126578
100581,123364
100582,123365
100583,111926
100584,112049
100585,91875
100586,123721
100587,132531
100588,112021
100589,112038
100590,112093
100591,112150
100592,112159
100593,112114
100594,112178
100595,112193
100596,112194
100597,112292
100598,112184
100599,112186
100600,112217
100601,112218
100602,112394
100603,114268
100604,88626
100605,114329
100606,114416
100607,114424
100608,114428
100609,114429
100610,114432
100611,128367
100612,114434
100613,114441
100614,114447
100615,114454
100616,114455
100617,114460
100618,83988
100619,83990
100620,83991
100621,83992
100622,83994
100623,83998
100624,84002
100625,83999
100626,114450
100627,114681
100628,114684
100629,83070
100630,84239
100631,116231
100632,112310
100633,85378
100634,94496
100635,MICRO1963
100636,85367
100637,94661
100638,116447
100639,86130
100640,99684
100641,85693
100642,94143
100643,113576
100644,114750
100645,114751
100646,90163
100647,90162
100648,90165
100649,90205
100650,90255
100651,90251
100652,90252
100653,81872
100654,81773
100655,109130
100656,90446
100657,112328
100658,119441
100659,105120
100660,105122
100661,105125
100662,91508
100663,94386
100664,117022
100665,92550
100666,92561
100667,112693
100668,86763
100669,86770
100670,86480
100671,86494
100672,86529
100673,92811
100674,92774
100675,124774
100676,85799
100677,86495
100678,86577
100679,140588
100680,140587
100681,86523
100682,86578
100683,86580
100684,110928
100685,99267
100686,86466
100687,86467
100688,86607
100689,86606
100690,115202
100691,85974
100692,85900
100693,85972
100694,86650
100695,104987
100696,86612
100697,119437
100698,92586
100699,86945
100700,86944
100701,86946
100702,86989
100703,86997
100704,86988
100705,87020
100706,94301
100707,94331
100708,86517
100709,87007
100710,87009
100711,127894
100712,86896
100713,96116
100714,96162
100715,86877
100716,87806
100717,115340
100718,94125
100719,87880
100720,87628
100721,87785
100722,117708
100723,106222
100724,87185
100725,87169
100726,86948
100727,86468
100728,87831
100729,111847
100730,87842
100731,87845
100732,92433
100733,94312
100734,117736
100735,133554
100736,92954
