objectid,objectnumber
18102,YJ D11
18103,RH 85
18104,RH 93
18105,RH 94
18106,BVL-2
18107,BVO-34
18108,CBZ - 67
18109,ROC10998
18110,ROC11000
18111,ROC10375
18112,ROC11007
18113,P6501.conflict1
18114,P6501.conflict3
18115,ROC10409
18116,ROC10052
18117,ROC10072
18118,ROC10083
18119,ROC10119
18120,ROC10131
18121,ROC10181
18122,ROC10227
18123,P5523.conflict1
18124,P1607.conflict1
18125,BVO-26
18126,BVO-45
18127,BVO-83
18128,Bin-1006
18129,GSC-442
18130,GSC-373
18131,GSC-9
18132,GSC-128
18133,ROC10328
18134,ROC5089
18135,Bin-1332
18136,Bin-1420
18137,Bin-1279
18138,Bin-1287
18139,Bin-1298
18140,CAS-5166
18141,Bin-1029
18142,Bin-1032
18143,Bin-1037
18144,Bin-1061
18145,Bin-1152
18146,Bin-1153
18147,Bin-1158
18148,Bin-1185
18149,Bin-1194
18150,Bin-1214
18151,Bin-1223
18152,Bin-1306
18153,Bin-1075
18154,Bin-1317
18155,ROC10325
18156,ROC17684
18157,GSC-2045
18158,SED- 5
18159,sedimx-35
18160,SED- 1375
18161,GSC-2657
18162,GSC-2574
18163,GSC-1307
18164,ROC16252
18165,GSC-2575
18166,GSC-1768
18167,SED- 2282
18168,SED- 2289
18169,SED- 2309
18170,SED- 2315
18171,GSC-1933
18172,GSC-1553
18173,GSC-1074
18174,GSC-1722
18175,GSC-66
18176,GSC-1805
18177,GSC-463
18178,GSC-2169
18179,GSC-1550
18180,GSC-2666
18181,GSC-1161
18182,GSC-176
18183,GSC-158
18184,GSC-289
18185,GSC-369
18186,GSC-293
18187,GSC-280
18188,GSC-2722
18189,sedimx-19
18190,SH L-1a
18191,SH 8.conflict1
18192,ROC3073
18193,P1292
18194,SH L-4c
18195,Bin-1380
18196,Bin-1391
18197,BH-20
18198,BH-26
18199,BR-1001
18200,BR-1007
18201,BCK-102
18202,BCK-198
18203,BCK-1118
18204,BCK-528
18205,BCK-551
18206,BCK-560
18207,BCK-618
18208,ARG-14
18209,P8513.conflict4
18210,BCK-1185
18211,GSC-1184
18212,ARG-15
18213,GSC-1998
18214,GSC-2178
18215,GSC-2085
18216,GSC-2017
18217,GSC-1336
18218,GSC-1458
18219,GSC-2216
18220,GSC-1936
18221,GSC-1509
18222,GSC-510
18223,GSC-419
18224,GSC-17
18225,GSC-1017
18226,GSC-520
18227,GSC-1511
18228,GSC-1340
18229,GSC-1346
18230,ROC15045
18231,GSC-1731
18232,GSC-934
18233,GSC-1117
18234,GSC-452
18235,GSC-1276
18236,GSC-2401
18237,GSC-1590
18238,GSC-744
18239,GSC-1107
18240,GSC-1593
18241,GSC-2526
18242,GSC-1083
18243,GSC-1991
18244,GSC-1892
18245,GSC-1827
18246,GSC-1946
18247,GSC-2282
18248,GSC-401
18249,GSC-1330
18250,GSC-1309
18251,GSC-648
18252,GSC-1595
18253,GSC-708
18254,GSC-1111
18255,GSC-1101
18256,GSC-2559
18257,GSC-2556
18258,GSC-878
18259,GSC-2324
18260,GSC-2446
18261,GSC-2411
18262,GSC-1938
18263,GSC-1386
18264,GSC-1121
18265,GSC-1884
18266,GSC-2460
18267,BCK-109
18268,GSC-2488
18269,GSC-522
18270,GSC-2065
18271,GSC-898
18272,GSC-2102
18273,GSC-1786
18274,GSC-2127
18275,GSC-1840
18276,GSC-1054
18277,GSC-2494
18278,GSC-1194
18279,GSC-2187
18280,GSC-2204
18281,GSC-517
18282,GSC-1915
18283,GSC-2541
18284,GSC-866
18285,GSC-1188
18286,GSC-2594
18287,GSC-2729
18288,GSC-669
18289,GSC-1703
18290,GSC-2567
18291,GSC-939
18292,GSC-1528
18293,GSC-1078
18294,GSC-2313
18295,GSC-2223
18296,GSC-845
18297,GSC-1942
18298,GSC-214
18299,GSC-753
18300,ROC10125
18301,ROC10137
18302,ROC10251
18303,ROC10474
18304,ROC10488
18305,ROC10489
18306,ROC10512
18307,ROC10548
18308,ROC10735
18309,ROC10880
18310,ROC10912
18311,ROC10927
18312,ROC10928
18313,ROC10940
18314,ROC10945
18315,ROC10997
18316,ROC11024
18317,ROC11054
18318,ROC11393
18319,ROC11396
18320,ROC12543
18321,ROC13697
18322,Aj 1044
18323,Aj 1010
18324,Aj 1011
18325,BCK-160
18326,BCK-732
18327,Bd-72
18328,Bd-16
18329,Bd-24
18330,Bd-26
18331,Bd-68
18332,Bd-81
18333,Bd-38
18334,Bd-79
18335,Bd-65
18336,Bd-18
18337,BM-1008
18338,BM-1022
18339,BM-1027
18340,CO-111
18341,BM-1038
18342,CW-1214
18343,11551.conflict1
18344,BM-1043
18345,BM-1049
18346,CAS-5175
18347,BM-1057
18348,BM-1070
18349,Bu 1761
18350,Bu 1778
18351,Bu 1829
18352,Bu 2104
18353,CO-112
18354,Bu 1477
18355,Bu 2274
18356,Bu 2280
18357,Bu 4220
18358,Bu 4222
18359,Bu 4231
18360,Bu 1702
18361,Bu 1703
18362,Bu 1850
18363,Bu 1860
18364,Bu 2021
18365,Bu 2214
18366,Bu 1484
18367,Bu 2440
18368,10725.conflict1
18369,Bin-1406
18370,Jav-26
18371,Bu 1015
18372,Bu 1025
18373,Bu 1933
18374,Bu 2348
18375,Bu 4408
18376,Bu 1032
18377,Bu 1035
18378,Bu 1773
18379,Bu 1991
18380,Bu 2055
18381,Bu 2308
18382,Bu 2309
18383,Bu 2321
18384,Bu 4021
18385,Bu 1070
18386,Bu 1145
18387,Bu 1166
18388,Bu 1182
18389,CBI-41
18390,Bu 1231
18391,Bu 1243
18392,Bu 1265
18393,1123.conflict2
18394,AK-350
18395,Bu 1540
18396,Bu 2090
18397,Bu 2266
18398,Bu 1596
18399,Bu 1604
18400,Bu 1607
18401,CAS-5161
18402,Bu 1920
18403,Bu 1960
18404,Bu 1983
18405,Bu 2160
18406,Bu 2171
18407,Bu 2178
18408,Bu 1950
18409,Bu 1952
18410,Bu 1049
18411,Bu 1893
18412,Bu 1382
18413,Bu 1400
18414,Bu 1401
18415,CW-1243
18416,P4019
18417,Bu 1414
18418,Bu 1640
18419,Bu 4433
18420,Bu 4435
18421,Bu 2385A
18422,Bu 1887
18423,Bu 2057
18424,Bu 2064
18425,Bu 2071
18426,Bu 1727
18427,Bu 1089
18428,Bu 1324
18429,Bu 1336
18430,Bu 1458
18431,Bu 1964
18432,Bu 2376
18433,Bu 4437A
18434,GT-106
18435,Bu 1642
18436,CBI-92
18437,CBI-10
18438,CBI-13
18439,CBI-14
18440,CBI-35
18441,CBI-37
18442,CBI-45
18443,CBI-76
18444,CBI-49
18445,CAS-430
18446,CAS-451
18447,CAS-455
18448,CAS-5075
18449,CAS-5135
18450,CAS-5145
18451,CAS-5148
18452,CAS-5180
18453,CAS-5201
18454,CAS-5203
18455,CAS-5216
18456,CAS-5021
18457,CAS-5031
18458,CAS-4046
18459,JON 10
18460,HUY-8
18461,CAU-2
18462,CP-2173
18463,CP-2196J
18464,CP-2196W
18465,CP-2197D
18466,CP-2199T
18467,CP-2215
18468,CP-2231
18469,CP-2233
18470,CP-2247
18471,CP-227
18472,CP-2343
18473,CP-2351
18474,CP-2433
18475,CP-247
18476,CP-250
18477,CP-258
18478,CP-264
18479,CP-267
18480,CP-284
18481,CP-289
18482,CP-349
18483,CP-356
18484,CP-362
18485,CP-368
18486,CP-369
18487,CP-5
18488,ALA 82
18489,CP-6024
18490,CP-6025
18491,CP-6030
18492,CP-6036
18493,CP-6075
18494,CP-6083
18495,CP-6091
18496,CP-6115
18497,CP-6152
18498,CP-6153
18499,CP-6154
18500,CP-6156
18501,CP-6172
18502,CP-6174
18503,CP-282
18504,CHC-14
18505,LAR-15
18506,LAR-6
18507,CO-31
18508,CO-20
18509,CO-122
18510,CBZ - 106
18511,AK-402
18512,CBZ - 126
18513,CBZ - 127
18514,CBZ - 157
18515,CBZ - 167
18516,GSC-1433
18517,GSC-2086
18518,CBZ - 171
18519,CBZ - 203
18520,CBZ - 205
18521,CBZ - 221
18522,CBZ - 41
18523,CBZ - 93
18524,CBZ - 98
18525,Cd.A. 1035A
18526,C.d.A. 1294
18527,Cd.A. 1016
18528,IM 34
18529,Cd.A. 946
18530,C.d.A. 1278
18531,Cd.A. 1007
18532,Cd.A. 1021
18533,Cd.A. 907
18534,Cd.A. 917
18535,CVI-7
18536,O-103
18537,UCP 307
18538,GSC-1838
18539,PZA-1
18540,HUA-12
18541,C-42
18542,C-47
18543,C-19
18544,C-22
18545,CW-1264
18546,C-3
18547,C-8
18548,ARG-10
18549,CW-1293
18550,CW-1294
18551,CW-1265
18552,CW-1269
18553,Du-1079
18554,Coy-2
18555,Coy-2C
18556,Sic-65
18557,Sic-77
18558,Sic-85
18559,DOS 1009
18560,Du-1007
18561,Du-1023
18562,Du-1093
18563,Du-1142
18564,C.d.A. 1139
18565,C.d.A. 1143
18566,C.d.A. 1148
18567,C.d.A. 1121
18568,C.d.A. 1122
18569,C.d.A. 1120
18570,C.d.A. 1283
18571,C.d.A. 1212
18572,Du-1161
18573,Du-1164
18574,Du-1026
18575,Du-1106
18576,ET-4
18577,Ed-1004
18578,Ed-1000
18579,O-14
18580,O-118
18581,O-180
18582,O-56
18583,GSC-984
18584,C.d.A. 1069A
18585,C.d.A. 1101
18586,C.d.A. 1255
18587,UCP 45
18588,C.d.A. 1263
18589,UCP 68
18590,UCP 326
18591,O-61
18592,O-64
18593,O-88
18594,O-2
18595,BRA-14
18596,BRA-24
18597,BRA-36
18598,BRA-66
18599,BRA-80
18600,Ely-1079
18601,Ely-1186
18602,Ely-1225
18603,Ely-1057
18604,Ely-1205
18605,Ely-1170
18606,Ely-1244
18607,Ely-1343
18608,Ely-1125
18609,Ely-1127
18610,Ely-1140
18611,Ely-1150
18612,Ely-1159
18613,Ely-1324
18614,Ely-1050
18615,Ely-1067
18616,Ely-1270
18617,Ely-1379
18618,Ely-1380
18619,Ely-1414
18620,Enc-1004
18621,En 1009
18622,En 1010
18623,En 1037
18624,En 1039
18625,En 1073
18626,En 2021
18627,MUR-3
18628,FFL-51
18629,FFL-6
18630,FFL-7
18631,Fu-1001
18632,Fu-1002
18633,Fu-1006
18634,GBC-5
18635,GBC-6
18636,GNL-1
18637,GNL-10
18638,GNL-4
18639,GLS 1012
18640,GLS 1017
18641,GLS 1052
18642,GLS 1003
18643,GLS 10018
18644,GLS 1007
18645,Gl 1011
18646,Gl 1014
18647,Kn 990
18648,NS-3
18649,Gl 1090B
18650,Gl 1121
18651,Gl 1126
18652,Gl 1141
18653,Gl 1154
18654,Gl 1158
18655,Gl 1159
18656,Su-322
18657,Gl 1210
18658,Gl 1219
18659,GSC-1881
18660,Gl 1274
18661,Gl 1311
18662,Gl 1322
18663,Gl 1323
18664,Gl 1405
18665,Gl 1409
18666,Gl 1429
18667,Gl 1349
18668,Gl 1383
18669,Gl 1403
18670,GO 1005
18671,GO 9550
18672,GO 9572
18673,GO 9574
18674,G.F.-95
18675,HAN 586
18676,Hd-15
18677,J 1043
18678,J 1114
18679,J 1128
18680,J 1037
18681,J 1067
18682,J 1068
18683,J 1106
18684,Kn 1017
18685,Kn 1060
18686,Kn 1091
18687,Kn 1152
18688,Kn 1171
18689,Kn 1173
18690,Kn 1096
18691,OKA-12
18692,G.F.-27
18693,J 139
18694,J 164
18695,J 183
18696,J 188
18697,J 209
18698,J 220
18699,J 244
18700,J 248
18701,GSC-385
18702,J 272
18703,J 267
18704,J 271
18705,J 278
18706,J 284
18707,J 289
18708,J 309
18709,J 41
18710,J 51
18711,Por-1759
18712,J 72
18713,Ma 1022
18714,Ma 1037
18715,Ma 1038b
18716,Ma 1053b
18717,Ma 1054
18718,Ma 1061
18719,Ma 1082
18720,Ma 1028
18721,Ma 1101
18722,Ma 1343C
18723,Ma 1349
18724,Ma 1352
18725,MES 100
18726,MES 12
18727,MES 34
18728,MES 48
18729,MES 67
18730,MES 8
18731,KP 198
18732,ML 4
18733,CW-1263
18734,WHP 2021
18735,MVO-280
18736,MVO-327
18737,MVO-330
18738,Por-90
18739,MVO-123
18740,MVO-136
18741,MVO-164
18742,MVO-180
18743,MVO-193
18744,MVO-201
18745,MVO-263
18746,ZAC-20
18747,MVO-285
18748,MVO-310
18749,MVO-339
18750,MVO-52
18751,MVO-93
18752,ML 1
18753,ML 14
18754,ML 25
18755,ML 31
18756,Pk.-1031
18757,ML 141
18758,Ryn.-1133
18759,KP 1020a
18760,Org l290B
18761,Gtl-396
18762,Org l290C
18763,Org 1255
18764,PCO-16
18765,PCO-5
18766,MON-14
18767,MON-23
18768,MON-4
18769,Pk.-1007
18770,Pk.-1027
18771,PP-6
18772,Por-86
18773,Por-139
18774,Por-47
18775,Por-80
18776,Por-1503
18777,Por-1511
18778,Por-1533
18779,Por-1537
18780,Por-1603
18781,Por-1618
18782,Por-1647
18783,Por-1662
18784,Por-1682
18785,KP 179
18786,MVO-118
18787,MVO-158
18788,MVO-234
18789,MVO-214
18790,MVO-217
18791,MVO-248
18792,MVO-254
18793,MVO-258
18794,PTR-4
18795,PPK-2
18796,PPK-30
18797,QLV-11
18798,QLV-7
18799,QLV-8
18800,Gtl-395
18801,Gtl-429
18802,Gtl-433
18803,Gtl-445C
18804,Gtl-453
18805,Gtl-56
18806,MB-35
18807,MON-29
18808,unspecified.conflict16
18809,Gtl-88
18810,Rep-116
18811,Rep-140
18812,Rep-35
18813,RTO-153
18814,RTO-113
18815,RTO-149
18816,RTO-15
18817,RTO-73
18818,RTO-96
18819,RTO-51
18820,Ros-11
18821,Ros-15
18822,Ros-30
18823,FUJ-9
18824,MIH-1
18825,MIH-16
18826,SAS-5
18827,NT-3
18828,TS-3
18829,TS-7
18830,YAG-20
18831,YAG-22
18832,Gtl-114
18833,Gtl-120
18834,Gtl-125
18835,Gtl-138
18836,Gtl-147
18837,Gtl-158
18838,Gtl-168
18839,Gtl-194
18840,Gtl-214
18841,Gtl-226
18842,Gtl-250
18843,CHIH-1011
18844,SL-18
18845,SL-6
18846,SL-9
18847,SLC-1
18848,SLC-11
18849,S.R.1195
18850,S.R.1235
18851,Gtl-251
18852,Gtl-254
18853,Gtl-266
18854,Gtl-27
18855,Gtl-279
18856,Gtl-309
18857,Gtl-311
18858,Gtl-316
18859,Gtl-332
18860,Gtl-348
18861,S.R.1300
18862,Yel-39
18863,S.R.1022
18864,S.R.1035
18865,S.R.1044
18866,S.R.1052
18867,S.R.1080
18868,S.R.1085
18869,S.R.1104
18870,TYJA
18871,S.R.1119
18872,S.R.1166
18873,S.R.1241
18874,S.R.1261
18875,S.R.1271
18876,S.R.1240
18877,S.R.1246
18878,S.R.1304
18879,SAY-11
18880,SAY-14
18881,SAY-19
18882,Sic-69
18883,Sm-1
18884,Sm-16
18885,Sm-17
18886,Sm-4
18887,Sm-8
18888,Sm-18
18889,FF1040
18890,FF1073
18891,IM 68
18892,FF1052
18893,FF1034
18894,Ma 1208
18895,Ma 1210
18896,MCC-13
18897,Ma 1219
18898,Ma 1225
18899,Ma 1228
18900,Ma 1237
18901,Ma 1241
18902,Ma 1262
18903,CHIH-1126
18904,Td-19
18905,Tint-1081
18906,Tint-1058
18907,Tint-1060
18908,Tint-1064
18909,Tin-1264
18910,Tint-1075
18911,JT1001
18912,T212
18913,T216
18914,T219
18915,T16B
18916,T75
18917,T10
18918,T102
18919,T229-B
18920,T86
18921,T21
18922,T39
18923,T42
18924,CUA-42
18925,CUA-66
18926,CUA-68
18927,VM 109
18928,VM 115
18929,VM 12
18930,VM 126
18931,VM 135
18932,VM 26
18933,VM 28
18934,VM 90
18935,VM 96
18936,BIS 1521
18937,BIS 1522
18938,BIS 1395
18939,BIS 1396
18940,BIS 1197
18941,BIS 1593
18942,BIS 1228
18943,BIS 1234
18944,BIS 1365
18945,BIS l372
18946,BIS 1286
18947,BIS 1542
18948,BIS 1545
18949,BIS 1416
18950,BIS 1032
18951,BIS 1134
18952,BIS 1173
18953,BIS 1465
18954,BIS 1208
18955,BIS 1003
18956,BIS 1439
18957,BIS 1260
18958,BIS 1050
18959,BIS 1412
18960,BIS 1434
18961,BIS 1524
18962,BIS 1531
18963,BIS 1585
18964,BIS 1588
18965,WRI 11
18966,WRI 3
18967,Yel-75
18968,Yel-16
18969,Yel-59
18970,Yel-61
18971,Yel-81
18972,Tri 187
18973,Hg-63
18974,Ryn.-1107
18975,NAL 42
18976,NAL 44
18977,Ou 1188
18978,Ryn.-1072
18979,Tri 101
18980,Bng-16
18981,As 1041
18982,Tri 488
18983,Tri 509
18984,SLZ-5
18985,NZL-36
18986,Tri 294
18987,BGL-2
18988,CHH-10
18989,Tri 95
18990,Su-161
18991,ME 10
18992,RnA 75
18993,BH-209
18994,KP 2
18995,KP 30
18996,KP 73
18997,CMD-1
18998,TCZ-2
18999,CN-1148
19000,CN-1153
19001,C 9
19002,CGC-11
19003,CNQ-5
19004,C 64
19005,CGC-62
19006,CR-15
19007,CR-6
19008,SEU-16
19009,TPZ-11
19010,TPZ-12
19011,ZAC-26
19012,Flr.1005
19013,Tri 305
19014,Ran 317
19015,Ran 332
19016,Ran 324
19017,Tri 314
19018,Tri 320
19019,BH-141
19020,Su-7
19021,SDD-11
19022,BVO-202
19023,BVO-179
19024,Ou 1065
19025,CHR-36
19026,DDG 1
19027,DDG 8
19028,Tri 119
19029,CN-1183
19030,CN-1199
19031,Pal.-303
19032,Sic-101
19033,Vt-100
19034,CHR-24
19035,Tri 327
19036,Tri 344
19037,NZ-1121
19038,Eus-29
19039,Eus-33
19040,Ev 1005
19041,Ev 1011
19042,Ev 1014
19043,Ev 1015
19044,Tri 357
19045,CHH-28
19046,Tri 154
19047,Ran 278
19048,Ms. 46-J
19049,Su-279
19050,L 1016
19051,CN-1089
19052,LAJ-10
19053,LAJ-19
19054,LAJ-27
19055,LAJ-38
19056,POT-23
19057,LAJ-42
19058,BOL-1
19059,LSO-2
19060,Tri 198
19061,Su- H-479B
19062,Su-334
19063,Su-H-418
19064,Su-H-435
19065,BVO-103
19066,LLA-12
19067,LRH-1a
19068,LRH-2a
19069,LRH-4b
19070,CNQ-8
19071,AK-303
19072,AK-304
19073,AK-306
19074,VD-114
19075,VD-166
19076,Ou 1223
19077,Ran 246
19078,Tri 399
19079,As 1014
19080,MOR-10
19081,MOR-113
19082,MOR-126
19083,MOR-129
19084,MOR-137
19085,MOR-185
19086,MOR-186
19087,MOR-203
19088,MOR-258
19089,MOR-260
19090,MOR-58
19091,MOR-69
19092,MOR-71
19093,MOR-77
19094,MOR-79
19095,MOR-80
19096,MOR-89
19097,MOR-94
19098,MOR-99
19099,Tas-32
19100,NZ-1064
19101,RnA 80
19102,Su-243
19103,Su-258
19104,Su-262
19105,NAG-1
19106,Hg-93
19107,Ran 219
19108,Ran 241
19109,UCP 54
19110,G.V.113
19111,Ran 13
19112,Sub-14
19113,Sub-8
19114,Ran 454
19115,BVO-151
19116,CN-1252
19117,Tas-83
19118,BH-179
19119,BH-190
19120,BH-196
19121,MAP-13
19122,CN-1016
19123,CN-1019
19124,CN-1128
19125,CN-1166
19126,CN-1170
19127,KP 192
19128,Tri 223
19129,CW-1303
19130,IT-22
19131,TPZ-5
19132,NZ-1035
19133,NZ-1070
19134,NZ-1086
19135,NZ-1092
19136,NZ-1094
19137,NZ-1097
19138,SEU-25
19139,SEU-28
19140,PR-17
19141,PR-20
19142,PR-21
19143,KIP-15
19144,CHR-43
19145,NAL 4
19146,VD-136
19147,LLA-467
19148,ORU-443
19149,ORU-430
19150,SDD-123
19151,SDD-124
19152,SDD-13
19153,SDD-135
19154,SDD-143
19155,SDD-158
19156,SDD-183
19157,ORU-263
19158,Kam.-19
19159,Kam.-3
19160,ORU-331
19161,SDD-218
19162,SDD-219
19163,SDD-221
19164,SDD-236
19165,SDD-245
19166,SDD-34
19167,SDD-59
19168,SDD-60
19169,SDD-61
19170,SEU-20
19171,Tri 71
19172,CN-1006
19173,CN-1039
19174,AL A 17
19175,AL A 25
19176,AL A 30
19177,AL A 62
19178,AL A 63
19179,AL A 9
19180,AL SP 14
19181,Ms.-21
19182,MB-13
19183,MB-22
19184,MB-27
19185,AL SS 102
19186,AL SS 113
19187,TCZ-19
19188,AL SS 12
19189,AL SS 122
19190,AL SS 13
19191,AL SS 34
19192,AL SS 59
19193,AL SS 8
19194,AL SS 80
19195,AL SS 89
19196,AL SS 99
19197,Te 1005
19198,Al.104
19199,Al.110
19200,NCH 6
19201,Ms.-53
19202,Al.112
19203,Al.122
19204,Al.123c
19205,Al.143
19206,Al.146
19207,Al.162
19208,Al.169
19209,Al.183
19210,Al.185
19211,Al.21
19212,Al.218
19213,Al.249
19214,Al.292
19215,Al.299C
19216,Al.299D
19217,Al.36
19218,Al.37
19219,Al.40
19220,Al.45
19221,Al.56
19222,Al.93
19223,Te 1029
19224,As 1016
19225,Te 1002
19226,BH-239
19227,BH-247
19228,Tri 185
19229,Tri 361
19230,Su-15
19231,Ran 160
19232,SUT-28
19233,SUT-9
19234,AK-333
19235,KBC-33
19236,KBC-6
19237,ME 7
19238,THT-41
19239,TOQ-101
19240,TOQ-105
19241,TOQ-127
19242,TOQ-141
19243,TOQ-30
19244,TOQ-55
19245,TOQ-60
19246,TOQ-7
19247,TOQ-87
19248,Tri 387
19249,L 1026
19250,UC-7
19251,11586.conflict2
19252,ORU-148
19253,ORU-177
19254,TPZ-4
19255,TPZ-8
19256,ORU-180
19257,ORU-185
19258,ORU-273
19259,Tri 113
19260,CN-1028
19261,CN-1035
19262,CC 113
19263,Ou 1306
19264,SDD-198
19265,Ran 122
19266,Ran 128
19267,Tas-63
19268,Ran 182
19269,L 1034
19270,Su-144
19271,Su-339
19272,YAN-1
19273,YCP-17
19274,YAN-5
19275,Ou 1082
19276,Ou 1094
19277,YCP-21
19278,YCP-2
19279,YCP-34
19280,YCP-7
19281,BH-140
19282,BH-150
19283,BH-288
19284,AMP-10
19285,ARA-3
19286,ARA-47
19287,ARA-8
19288,CHR-57
19289,CQ-1007
19290,NCA-51
19291,CQ-107
19292,CQ-12
19293,CQ-308
19294,CQ-406
19295,CQ-416
19296,CQ-417
19297,CQ-500
19298,CQ-630
19299,CQ-702
19300,Ryn.-1073
19301,Su-212
19302,Su-215a
19303,Su-273
19304,Su-291
19305,Su-293
19306,Su-88
19307,CN-1094
19308,CN-1100
19309,NZ-2009
19310,P-13
19311,P-17
19312,NZL-13
19313,Tas-125
19314,Tas-127
19315,Tas-128
19316,Tin-1191
19317,AK-314
19318,Cor-26
19319,ORU-337
19320,Ran 135
19321,Ran 145
19322,As 1003
19323,CC 118
19324,KP 11
19325,CC 129
19326,KP 180
19327,Hwi 16
19328,Hwi 24
19329,KP 160
19330,KP 143
19331,KP 172
19332,KP 25
19333,KP 33
19334,KP 51
19335,KP 58
19336,KP 74
19337,L 1044
19338,ME 30
19339,MINN 3
19340,MINN 4
19341,CHQ-14.conflict2
19342,CHQ-105.conflict1
19343,CHQ-60.conflict2
19344,TOD-4
19345,PZA-22
19346,Ran 407
19347,CHQ-309.conflict2
19348,Ou 1389
19349,TOR 4
19350,ALD-1
19351,Ran 395
19352,2121.conflict2
19353,unspecified.conflict133
19354,unspecified.conflict116
19355,BLI-2
19356,Ran 467
19357,Ran 460A
19358,unspecified.conflict3
19359,PAR-23
19360,CHQ-322.conflict2
19361,SED- 307
19362,Bin-1423
19363,Bin-1261
19364,ALD-39
19365,BCK-1229
19366,IM 46
19367,Bu 1233
19368,Ran 409
19369,Ran 181
19370,Bu 1258
19371,Bu 1985
19372,Bu 2162
19373,Bu 1039
19374,Bu 1917
19375,Aj 1053A
19376,Aj 1055A
19377,VD-27
19378,BAL-46
19379,BAL-129
19380,GO 1000
19381,MUR-8
19382,Por-150
19383,CP-2150
19384,RTO-4
19385,Tri 486
19386,Su-323
19387,SDD-157
19388,BAL-45
19389,unspecified.conflict118
19390,Su-238f
19391,CP-2170
19392,LAR-9
19393,CO-39
19394,BLI-9
19395,Du-1125
19396,DGC 25
19397,DGC 33
19398,O-93
19399,BRA-44
19400,BRA-107
19401,BRA-3
19402,BRA-5
19403,BRA-52
19404,BRA-55
19405,Ely-1149
19406,KP 1013a
19407,Ryn.-1099
19408,CN-1133
19409,Kn 1194.conflict2
19410,IM 47
19411,KP 113
19412,Esp-9
19413,Bu 1147
19414,Bu 1152
19415,Bu 1239
19416,MX-36
19417,SDD-18
19418,Aj 1076
19419,SDD-3X
19420,GE-30
19421,BVO-99
19422,MAT-87
19423,ORU-289
19424,ORU-404
19425,Ms.-205
19426,ALD-9
19427,BAL-21
19428,Cor-59
19429,Blt-6
19430,Ran 463
19431,PCN-33
19432,Su-120
19433,Ryn.-1058
19434,Su-238d
19435,GE-33
19436,RnA 15
19437,CHQ-26.conflict1
19438,Alo. 235
19439,Bgd 4C
19440,BAL-102
19441,BAL-53
19442,RH 29
19443,CAS-5110
19444,SDD-153
19445,Sx-10
19446,Sx-7
19447,NZL-24
19448,PAK-11
19449,PAK-2
19450,OPL-31
19451,RH 30
19452,RH 32
19453,RH 33
19454,RH 39
19455,RH 45
19456,RH 51
19457,RH 63
19458,RH 65
19459,RH 87
19460,RH 89
19461,BVL-4
19462,GSC-2650
19463,GSC-1424
19464,GSC-2177
19465,BVO-6
19466,BVO-17
19467,BVO-21
19468,BVO-43
19469,MVO-350
19470,AK-360
19471,AK-364
19472,AK-388
19473,Bin-1427
19474,Bin-1092
19475,Bin-1024
19476,Bin-1270
19477,Bin-1363
19478,Bin-1328
19479,Bin-1044
19480,Bin-1110
19481,Bin-1202
19482,Bin-1208
19483,Bin-1239
19484,Bin-1250
19485,Bin-1374
19486,Bin-1377
19487,Bin-1397A
19488,Bin-1402
19489,CAL 7
19490,BH-37
19491,BH-4
19492,BR-1002
19493,OPL-13.conflict1
19494,OPL-15.conflict1
19495,BCK-792
19496,BCK-132
19497,BCK-497
19498,BCK-529
19499,BCK-533
19500,BCK-796
19501,BCK-159
19502,BCK-727
19503,BCK-746
19504,Bd-28
19505,Bd-71
19506,Bd-41
19507,10725.conflict2
19508,10971.conflict2
19509,Bd-43
19510,Bd-78
19511,BM-1006
19512,BM-1034
19513,BM-1048
19514,BM-1073
19515,BM-1077
19516,Bu 1667
19517,SL 1b
19518,Aj 1061
19519,ORO Cu 6
19520,SP 4
19521,ROC1177
19522,14715.conflict3
19523,ROC15062
19524,ROC10814
19525,ROC1502
19526,ROC1566
19527,4031.conflict2
19528,4013.conflict2
19529,unspecified.conflict47
19530,unspecified.conflict49
19531,ROC9214
19532,CY-12
19533,CB-8
19534,ROC5097
19535,ROC13734
19536,ROC21409
19537,GSC-298
19538,GSC-161
19539,GSC-2667
19540,unspecified.conflict60
19541,ROC7069
19542,SED- 14
19543,SED- 18
19544,LIN 17.conflict1
19545,ROC2126
19546,ROC5530
19547,GSC-524
19548,GSC-1126
19549,sedimx-32
19550,SED- 2276
19551,GSC-2665
19552,GSC-156
19553,GSC-692
19554,GSC-1650
19555,GSC-1868
19556,GSC-1973
19557,GSC-14
19558,GSC-2011
19559,GSC-2287
19560,GSC-2285
19561,GSC-2635
19562,GSC-638
19563,GSC-666
19564,GSC-2678
19565,GSC-533
19566,GSC-547
19567,GSC-546
19568,GSC-698
19569,GSC-1483
19570,GSC-1005
19571,GSC-2137
19572,SH 52a
19573,SED- 97
19574,ORO G-5a
19575,SH L-6k
19576,GSC-695
19577,GSC-553
19578,ROC4613
19579,GSC-1238
19580,ROC5131
19581,Wards- 91
19582,ROC10367
19583,SP 12
19584,LIN 11b
19585,SED- 28
19586,SED- 254
19587,SED- 325
19588,SED- 576
19589,SED- 646
19590,OPL-24
19591,SED- 661
19592,OPL-49
19593,SED- 672
19594,NCA-50
19595,Bu 1770
19596,Bu 1823
19597,Bu 1825
19598,Bu 1833
19599,Bu 1871
19600,Bu 1457
19601,ROC11569
